phenotype ,taxonomy rank level ,NCBI taxon id ,scientific name ,super kingdom ,Nr. runs in which the species/genus can be found ,mean relative abundance ,median relative abundance ,SD of relative abundance
D006262 ,species ,1767 ,Mycobacterium intracellulare ,Bacteria ,140 ,0.00264861021214286 ,0.00140702 ,0.0068701607891443 ,
D006262 ,species ,1768 ,Mycobacterium kansasii ,Bacteria ,1 ,0.000285822 ,0.000285822 , ,
D006262 ,species ,1771 ,Mycobacterium phlei ,Bacteria ,42 ,0.00757639019047619 ,0.0015518 ,0.0338839677620899 ,
D006262 ,species ,1772 ,Mycobacterium smegmatis ,Bacteria ,2 ,0.005491905 ,0.005491905 ,0.00112597562515802 ,
D006262 ,species ,1773 ,Mycobacterium tuberculosis ,Bacteria ,1 ,0.000285822 ,0.000285822 , ,
D006262 ,species ,1774 ,Mycobacterium chelonae ,Bacteria ,26 ,0.00108806148076923 ,0.0009841505 ,0.000733883167479763 ,
D006262 ,species ,1775 ,Mycobacterium cookii ,Bacteria ,20 ,0.0008439579 ,0.0008427785 ,0.000492106005902012 ,
D006262 ,species ,1781 ,Mycobacterium marinum ,Bacteria ,1 ,0.000142911 ,0.000142911 , ,
D006262 ,species ,1795 ,Mycobacterium neoaurum ,Bacteria ,207 ,0.0132550811183575 ,0.00196279 ,0.0775641221352568 ,
D006262 ,species ,1797 ,Mycobacterium thermoresistibile ,Bacteria ,7 ,0.001705864 ,0.000441217 ,0.00192553740122258 ,
D006262 ,species ,1800 ,Mycobacterium chubuense ,Bacteria ,188 ,0.00361451410106383 ,0.00211565 ,0.00410252586095379 ,
D006262 ,species ,1804 ,Mycobacterium gilvum ,Bacteria ,2 ,0.003560781 ,0.003560781 ,0.00463149143401583 ,
D006262 ,species ,1807 ,Mycobacterium obuense ,Bacteria ,19 ,0.00147223757894737 ,0.000944635 ,0.00133261799303202 ,
D006262 ,species ,1810 ,Mycobacterium vaccae ,Bacteria ,75 ,0.0081965614 ,0.00213447 ,0.0271949607610388 ,
D006262 ,species ,1814 ,Amycolatopsis methanolica ,Bacteria ,14 ,0.00199389842857143 ,0.001006888 ,0.00219409806932892 ,
D006262 ,species ,1823 ,Nocardia otitidiscaviarum ,Bacteria ,2 ,0.001823955 ,0.001823955 ,0.000907423061228885 ,
D006262 ,species ,1824 ,Nocardia asteroides ,Bacteria ,35 ,0.00840996308571429 ,0.000740836 ,0.0415525697849248 ,
D006262 ,species ,1828 ,Rhodococcus fascians ,Bacteria ,183 ,0.0406998094153005 ,0.00156688 ,0.341958345259901 ,
D006262 ,species ,1829 ,Rhodococcus rhodochrous ,Bacteria ,101 ,0.00189083148019802 ,0.00125758 ,0.00173642073252541 ,
D006262 ,species ,1830 ,Rhodococcus ruber ,Bacteria ,48 ,0.00158481210416667 ,0.001130545 ,0.00143263502748583 ,
D006262 ,species ,1833 ,Rhodococcus erythropolis ,Bacteria ,341 ,0.0118294552316716 ,0.00287315 ,0.0312722137206885 ,
D006262 ,species ,1837 ,Saccharopolyspora hirsuta ,Bacteria ,11 ,0.00231537609090909 ,0.000854212 ,0.00309480492673579 ,
D006262 ,species ,1838 ,Saccharopolyspora hordei ,Bacteria ,4 ,0.00061589425 ,0.0005844555 ,0.000341603656971424 ,
D006262 ,species ,1841 ,Nocardioides albus ,Bacteria ,16 ,0.00195851325 ,0.00129574 ,0.00148322202382959 ,
D006262 ,species ,1843 ,Nocardioides jensenii ,Bacteria ,109 ,0.00595989497247706 ,0.00183645 ,0.0275070514114892 ,
D006262 ,species ,1844 ,Nocardioides luteus ,Bacteria ,12 ,0.00109141683333333 ,0.00079799 ,0.000888560893045075 ,
D006262 ,species ,1848 ,Pseudonocardia thermophila ,Bacteria ,3 ,0.00225521666666667 ,0.000556759 ,0.00314360730703826 ,
D006262 ,species ,1850 ,Actinopolyspora halophila ,Bacteria ,7 ,0.00726251714285714 ,0.00401188 ,0.00855539136316143 ,
D006262 ,species ,1852 ,Saccharomonospora viridis ,Bacteria ,24 ,0.00158843641666667 ,0.001079555 ,0.00124547087590695 ,
D006262 ,species ,1855 ,Frankia sp. ,Bacteria ,2 ,0.0008389725 ,0.0008389725 ,0.000955835127002822 ,
D006262 ,species ,1859 ,Frankia alni ,Bacteria ,83 ,0.0128063314698795 ,0.0022205 ,0.0412566703252354 ,
D006262 ,species ,1861 ,Geodermatophilus obscurus ,Bacteria ,28 ,0.00473988928571429 ,0.00180876 ,0.0134037394429945 ,
D006262 ,species ,1863 ,Dermatophilus congolensis ,Bacteria ,5 ,0.002497805 ,0.00164943 ,0.00218921540838265 ,
D006262 ,species ,1866 ,Actinoplanes missouriensis ,Bacteria ,6 ,0.00156025033333333 ,0.001395475 ,0.000918641872666746 ,
D006262 ,species ,1869 ,Actinoplanes utahensis ,Bacteria ,4 ,0.000802346375 ,0.0003903245 ,0.00103305015557824 ,
D006262 ,species ,1888 ,Streptomyces albus ,Bacteria ,175 ,0.0297406452571429 ,0.00147493 ,0.26009103967598 ,
D006262 ,species ,1892 ,Streptomyces anulatus ,Bacteria ,4 ,0.000317680375 ,0.000173755 ,0.000344705024924542 ,
D006262 ,species ,1894 ,Streptomyces aureofaciens ,Bacteria ,51 ,0.00890428801960784 ,0.00136998 ,0.0270802738751385 ,
D006262 ,species ,1896 ,Streptomyces bikiniensis ,Bacteria ,2 ,0.0008711765 ,0.0008711765 ,0.000172073728094965 ,
D006262 ,species ,1902 ,Streptomyces coelicolor ,Bacteria ,38 ,0.0135716964210526 ,0.001801735 ,0.0360538296532506 ,
D006262 ,species ,1905 ,Streptomyces exfoliatus ,Bacteria ,3 ,0.000844694 ,0.000972915 ,0.000684079120915848 ,
D006262 ,species ,1906 ,Streptomyces fradiae ,Bacteria ,3 ,0.000963002 ,0.00070811 ,0.000671293725720716 ,
D006262 ,species ,1908 ,Streptomyces globisporus ,Bacteria ,63 ,0.00985094711111111 ,0.00112998 ,0.0554406315417971 ,
D006262 ,species ,1911 ,Streptomyces griseus ,Bacteria ,124 ,0.00534987235080645 ,0.0013488 ,0.0233549374864792 ,
D006262 ,species ,1912 ,Streptomyces hygroscopicus ,Bacteria ,1 ,0.00505229 ,0.00505229 , ,
D006262 ,species ,1913 ,Amycolatopsis lactamdurans ,Bacteria ,12 ,0.00138353983333333 ,0.000396355 ,0.00286716200688644 ,
D006262 ,species ,1914 ,Streptomyces lavendulae ,Bacteria ,45 ,0.00170036126 ,0.000857662 ,0.00224509541845832 ,
D006262 ,species ,1919 ,Streptomyces microflavus ,Bacteria ,61 ,0.00282074081147541 ,0.00117589 ,0.0109783772140989 ,
D006262 ,species ,1923 ,Streptomyces phaeochromogenes ,Bacteria ,24 ,0.002966991875 ,0.00250758 ,0.0030959157796156 ,
D006262 ,species ,1927 ,Streptomyces rimosus ,Bacteria ,131 ,0.00548961291603053 ,0.00182986 ,0.0270262095580425 ,
D006262 ,species ,1930 ,Streptomyces scabiei ,Bacteria ,9 ,0.00110750322222222 ,0.0005785 ,0.000991715237154771 ,
D006262 ,species ,1942 ,Streptomyces goshikiensis ,Bacteria ,3 ,0.000293197666666667 ,0.000302332 ,9.56681136760485e-05 ,
D006262 ,species ,1950 ,Streptomyces peucetius ,Bacteria ,3 ,0.00335862666666667 ,0.00292954 ,0.000952303681465809 ,
D006262 ,species ,1951 ,Streptomyces purpureus ,Bacteria ,2 ,0.000610374 ,0.000610374 ,0.000406828229701431 ,
D006262 ,species ,1955 ,Streptomyces cinereus ,Bacteria ,40 ,0.0021092433125 ,0.001490845 ,0.00339223485621008 ,
D006262 ,species ,1956 ,Streptomyces diastaticus ,Bacteria ,26 ,0.000947752565384615 ,0.0007846035 ,0.000775432484009546 ,
D006262 ,species ,1957 ,Streptomyces sclerotialus ,Bacteria ,19 ,0.00601029178947368 ,0.00300354 ,0.00846548547407248 ,
D006262 ,species ,1961 ,Streptomyces virginiae ,Bacteria ,1 ,0.00155537 ,0.00155537 , ,
D006262 ,species ,1963 ,Streptomyces olivochromogenes ,Bacteria ,12 ,0.00207842941666667 ,0.001298645 ,0.00290271693986299 ,
D006262 ,species ,1967 ,Streptomyces kanamyceticus ,Bacteria ,4 ,0.00609964575 ,0.0012133305 ,0.0104066341668613 ,
D006262 ,species ,1969 ,Streptomyces chartreusis ,Bacteria ,7 ,0.000741851428571429 ,0.00067838 ,0.000493158638647463 ,
D006262 ,species ,1990 ,Actinomadura atramentaria ,Bacteria ,2 ,0.000907442 ,0.000907442 ,0.00010790025216838 ,
D006262 ,species ,1991 ,Actinomadura cremea ,Bacteria ,2 ,0.002548155 ,0.002548155 ,0.000229958196309677 ,
D006262 ,species ,1992 ,Actinomadura echinospora ,Bacteria ,47 ,0.0040814874893617 ,0.00437522 ,0.00141208427036431 ,
D006262 ,species ,1993 ,Actinomadura madurae ,Bacteria ,1 ,0.00377472 ,0.00377472 , ,
D006262 ,species ,1999 ,Planomonospora venezuelensis ,Bacteria ,2 ,0.002495797 ,0.002495797 ,0.0028184328775009 ,
D006262 ,species ,2001 ,Streptosporangium roseum ,Bacteria ,2 ,0.000669965 ,0.000669965 ,0.000139045477452523 ,
D006262 ,species ,2002 ,Streptosporangium amethystogenes ,Bacteria ,3 ,0.000768216 ,0.00082116 ,0.000161027722445547 ,
D006262 ,species ,2006 ,Thermobispora bispora ,Bacteria ,24 ,0.002230802375 ,0.00199008 ,0.00172052241220816 ,
D006262 ,species ,2014 ,Nocardiopsis dassonvillei ,Bacteria ,5 ,0.0011595054 ,0.001499 ,0.000811231627507089 ,
D006262 ,species ,2020 ,Thermomonospora curvata ,Bacteria ,3 ,0.002014767 ,0.00151485 ,0.00216553331250688 ,
D006262 ,species ,2021 ,Thermobifida fusca ,Bacteria ,12 ,0.0626964656666667 ,0.001345735 ,0.202218375905313 ,
D006262 ,species ,2024 ,Thermoactinomyces intermedius ,Bacteria ,72 ,0.002169981875 ,0.001645235 ,0.00192215126820224 ,
D006262 ,species ,2026 ,Thermoactinomyces vulgaris ,Bacteria ,45 ,0.00251266857777778 ,0.0020181 ,0.00190001437339321 ,
D006262 ,species ,2030 ,Kibdelosporangium aridum ,Bacteria ,1 ,0.000163095 ,0.000163095 , ,
D006262 ,species ,2033 ,Microbacterium testaceum ,Bacteria ,121 ,0.00937647710165289 ,0.00118708 ,0.0357452131712788 ,
D006262 ,species ,2035 ,Curtobacterium flaccumfaciens ,Bacteria ,18 ,0.000776611611111111 ,0.0006406395 ,0.000434879108500707 ,
D006262 ,species ,2039 ,Tropheryma whipplei ,Bacteria ,41 ,0.00496340621951219 ,0.00249638 ,0.0109103878632885 ,
D006262 ,species ,2041 ,Aeromicrobium erythreum ,Bacteria ,14 ,0.00294921607142857 ,0.0007969295 ,0.00568779123494275 ,
D006262 ,species ,2045 ,Pimelobacter simplex ,Bacteria ,11 ,0.000981091909090909 ,0.00108245 ,0.0004018786462283 ,
D006262 ,species ,2047 ,Rothia dentocariosa ,Bacteria ,1457 ,0.026071619266987 ,0.00282757 ,0.136402836625437 ,
D006262 ,species ,2051 ,Mobiluncus curtisii ,Bacteria ,236 ,0.0173409608911017 ,0.002473905 ,0.12452546539887 ,
D006262 ,species ,2052 ,Mobiluncus mulieris ,Bacteria ,259 ,0.0158558307579151 ,0.00490966 ,0.0566425701687612 ,
D006262 ,species ,2055 ,Gordonia terrae ,Bacteria ,12 ,0.00264724525 ,0.00110162 ,0.00343285642860175 ,
D006262 ,species ,2057 ,Sphaerobacter thermophilus ,Bacteria ,340 ,0.00998749611617647 ,0.00295198 ,0.0817177385237745 ,
D006262 ,species ,2061 ,Tsukamurella paurometabola ,Bacteria ,43 ,0.00172346127906977 ,0.00100843 ,0.00172516170243125 ,
D006262 ,species ,2074 ,Pseudonocardia autotrophica ,Bacteria ,17 ,0.00728174482352941 ,0.00218508 ,0.0133789383446798 ,
D006262 ,species ,2078 ,Sporolactobacillus inulinus ,Bacteria ,94 ,0.00272463682978723 ,0.00230164 ,0.00284820476871365 ,
D006262 ,species ,2080 ,Sporolactobacillus laevus ,Bacteria ,7 ,0.00494350571428571 ,0.00476122 ,0.00299665184188319 ,
D006262 ,species ,2082 ,Syntrophomonas bryantii ,Bacteria ,261 ,0.00579994257471264 ,0.00225124 ,0.0224672535588248 ,
D006262 ,species ,2088 ,Anaeroplasma bactoclasticum ,Bacteria ,386 ,0.0455261478704663 ,0.003902875 ,0.486456960350296 ,
D006262 ,species ,2094 ,Mycoplasma arginini ,Bacteria ,7 ,0.00205649857142857 ,0.000962121 ,0.00228491970446227 ,
D006262 ,species ,2095 ,Mycoplasma capricolum ,Bacteria ,2 ,0.0003173345 ,0.0003173345 ,0.000157542683741582 ,
D006262 ,species ,2096 ,Mycoplasma gallisepticum ,Bacteria ,13 ,0.00139374069230769 ,0.000992851 ,0.0011488981716207 ,
D006262 ,species ,2097 ,Mycoplasma genitalium ,Bacteria ,1 ,0.000571645 ,0.000571645 , ,
D006262 ,species ,2098 ,Mycoplasma hominis ,Bacteria ,23 ,0.0168524405217391 ,0.00266255 ,0.0576098681430504 ,
D006262 ,species ,2099 ,Mycoplasma hyopneumoniae ,Bacteria ,1 ,0.00114329 ,0.00114329 , ,
D006262 ,species ,2100 ,Mycoplasma hyorhinis ,Bacteria ,26 ,0.00379239338461538 ,0.001536855 ,0.00547817608768083 ,
D006262 ,species ,2102 ,Mycoplasma mycoides ,Bacteria ,7 ,0.00400620428571429 ,0.00411319 ,0.00104110024475483 ,
D006262 ,species ,2104 ,Mycoplasma pneumoniae ,Bacteria ,11 ,0.00131028236363636 ,0.000961381 ,0.00132699032577312 ,
D006262 ,species ,2105 ,Mycoplasma leachii ,Bacteria ,23 ,0.00438070191304348 ,0.00431351 ,0.00313694254845268 ,
D006262 ,species ,2107 ,Mycoplasma pulmonis ,Bacteria ,8 ,0.00117095 ,0.0006486585 ,0.00166377401708053 ,
D006262 ,species ,2109 ,Mycoplasma synoviae ,Bacteria ,6 ,0.002472684 ,0.001160761 ,0.00365493570228884 ,
D006262 ,species ,2110 ,Mycoplasma agalactiae ,Bacteria ,1 ,0.000571645 ,0.000571645 , ,
D006262 ,species ,2111 ,Mycoplasma arthritidis ,Bacteria ,25 ,2.27936637556 ,0.002465 ,6.27733016630447 ,
D006262 ,species ,2112 ,Mycoplasma bovigenitalium ,Bacteria ,6 ,0.00161810683333333 ,0.001027147 ,0.00120973054738027 ,
D006262 ,species ,2115 ,Mycoplasma fermentans ,Bacteria ,18 ,0.00685595066666667 ,0.001206175 ,0.0147246425752987 ,
D006262 ,species ,2117 ,Mycoplasma lipophilum ,Bacteria ,3 ,0.000544750333333333 ,0.000303149 ,0.000433557973796277 ,
D006262 ,species ,2118 ,Mycoplasma mobile ,Bacteria ,41 ,0.00227102765853659 ,0.00208936 ,0.00156832521751126 ,
D006262 ,species ,2121 ,Mycoplasma orale ,Bacteria ,22 ,0.0113540114545455 ,0.002753335 ,0.0361275020959343 ,
D006262 ,species ,2122 ,Mycoplasma pirum ,Bacteria ,35 ,0.00128174334285714 ,0.000698095 ,0.00147293097899145 ,
D006262 ,species ,2123 ,Mycoplasma putrefaciens ,Bacteria ,44 ,0.118104244363636 ,0.0037561 ,0.511787742964937 ,
D006262 ,species ,2124 ,Mycoplasma salivarium ,Bacteria ,26 ,0.00264810434615385 ,0.00147895 ,0.00306852720018676 ,
D006262 ,species ,2127 ,Mycoplasma collis ,Bacteria ,3 ,0.000490533666666667 ,0.000571145 ,0.000307308586558094 ,
D006262 ,species ,2128 ,Mycoplasma flocculare ,Bacteria ,6 ,0.021266317 ,0.010161765 ,0.0255143829482701 ,
D006262 ,species ,2130 ,Ureaplasma urealyticum ,Bacteria ,58 ,0.0037254845 ,0.002761725 ,0.00494329109476726 ,
D006262 ,species ,2137 ,Spiroplasma apis ,Bacteria ,387 ,0.0365376018527132 ,0.00473507 ,0.178606634562446 ,
D006262 ,species ,2139 ,Spiroplasma clarkii ,Bacteria ,262 ,0.0669488092709924 ,0.00501058 ,0.290303580146088 ,
D006262 ,species ,2141 ,Spiroplasma ixodetis ,Bacteria ,20 ,0.0033092516 ,0.002358645 ,0.00380149780464471 ,
D006262 ,species ,2142 ,Spiroplasma diabroticae ,Bacteria ,44 ,0.00734080397727273 ,0.00425647 ,0.00904551734548966 ,
D006262 ,species ,2144 ,Spiroplasma mirum ,Bacteria ,35 ,0.00232336718571429 ,0.00172076 ,0.00195286105379882 ,
D006262 ,species ,2145 ,Spiroplasma taiwanense ,Bacteria ,317 ,0.291519801388013 ,0.00263435 ,1.60412645662739 ,
D006262 ,species ,2148 ,Acholeplasma laidlawii ,Bacteria ,80 ,0.1011783896 ,0.00515355 ,0.223871698603806 ,
D006262 ,species ,2149 ,Mesoplasma entomophilum ,Bacteria ,2 ,0.0003197295 ,0.0003197295 ,2.3053802387025e-05 ,
D006262 ,species ,2150 ,Acholeplasma modicum ,Bacteria ,273 ,0.0206142525578755 ,0.00342736 ,0.0972438519839975 ,
D006262 ,species ,2151 ,Mesoplasma florum ,Bacteria ,47 ,0.00349223434042553 ,0.00269393 ,0.00329816782964154 ,
D006262 ,species ,2153 ,Asteroleplasma anaerobium ,Bacteria ,353 ,0.0107617284447592 ,0.00294716 ,0.0540058069419531 ,
D006262 ,species ,2162 ,Methanobacterium formicicum ,Archaea ,1 ,0.00129041 ,0.00129041 , ,
D006262 ,species ,2173 ,Methanobrevibacter smithii ,Archaea ,3508 ,1.32356994869783 ,0.130285 ,3.51363302256733 ,
D006262 ,species ,2176 ,Methanohalophilus mahii ,Archaea ,1 ,0.000315092 ,0.000315092 , ,
D006262 ,species ,2180 ,Methanothermus fervidus ,Archaea ,1 ,0.000983197 ,0.000983197 , ,
D006262 ,species ,2181 ,Methanothermus sociabilis ,Archaea ,2 ,0.0013786465 ,0.0013786465 ,0.00167713495550135 ,
D006262 ,species ,2186 ,Methanothermococcus thermolithotrophicus ,Archaea ,35 ,0.00102413545714286 ,0.000845473 ,0.000882895271770345 ,
D006262 ,species ,2187 ,Methanococcus vannielii ,Archaea ,1 ,0.000525194 ,0.000525194 , ,
D006262 ,species ,2188 ,Methanococcus voltae ,Archaea ,16 ,0.00376601425 ,0.0011368215 ,0.00674852833692805 ,
D006262 ,species ,2189 ,Methanotorris igneus ,Archaea ,66 ,0.00170110322727273 ,0.001106975 ,0.0033830215583322 ,
D006262 ,species ,2190 ,Methanocaldococcus jannaschii ,Archaea ,20 ,0.00060256565 ,0.0004010425 ,0.000588690712576314 ,
D006262 ,species ,2193 ,Methanocorpusculum parvum ,Archaea ,8 ,0.007811896875 ,0.004249115 ,0.00954470203792565 ,
D006262 ,species ,2197 ,Methanogenium cariaci ,Archaea ,2 ,0.00395697 ,0.00395697 ,0.00219194616886456 ,
D006262 ,species ,2198 ,Methanoculleus marisnigri ,Archaea ,3 ,0.000239823833333333 ,0.00030493 ,0.000121689825146079 ,
D006262 ,species ,2199 ,Methanogenium organophilum ,Archaea ,1 ,0.00550691 ,0.00550691 , ,
D006262 ,species ,2201 ,Methanofollis liminatans ,Archaea ,2 ,0.00589786 ,0.00589786 ,0.00231109366149449 ,
D006262 ,species ,2203 ,Methanospirillum hungatei ,Archaea ,5 ,0.0148506446 ,0.00269009 ,0.0296152619537972 ,
D006262 ,species ,2205 ,Methanomicrobium mobile ,Archaea ,1 ,0.0003383 ,0.0003383 , ,
D006262 ,species ,2209 ,Methanosarcina mazei ,Archaea ,3 ,0.00140910833333333 ,0.00100843 ,0.00144563540315611 ,
D006262 ,species ,2214 ,Methanosarcina acetivorans ,Archaea ,2 ,0.0016559325 ,0.0016559325 ,0.001942814772183 ,
D006262 ,species ,2221 ,Methanolobus tindarius ,Archaea ,1 ,0.000282155 ,0.000282155 , ,
D006262 ,species ,2223 ,Methanosaeta concilii ,Archaea ,8 ,0.01114749825 ,0.003224565 ,0.0173950327219645 ,
D006262 ,species ,2234 ,Archaeoglobus fulgidus ,Archaea ,1 ,0.000947454 ,0.000947454 , ,
D006262 ,species ,2257 ,Natronomonas pharaonis ,Archaea ,2 ,0.0028677135 ,0.0028677135 ,0.0037323874840676 ,
D006262 ,species ,2269 ,Thermofilum pendens ,Archaea ,20 ,0.04533116355 ,0.00144773 ,0.150032314298233 ,
D006262 ,species ,2287 ,Sulfolobus solfataricus ,Archaea ,4 ,0.000475421 ,0.000346506 ,0.000346095247410305 ,
D006262 ,species ,2290 ,Desulfobacter curvatus ,Bacteria ,5 ,0.0020082024 ,0.00041187 ,0.00291101922031319 ,
D006262 ,species ,2292 ,Desulfobacter latus ,Bacteria ,1 ,0.000428734 ,0.000428734 , ,
D006262 ,species ,2293 ,Desulfobacter postgatei ,Bacteria ,2 ,0.00214002 ,0.00214002 ,6.5605367158488e-05 ,
D006262 ,species ,2296 ,Desulfobacterium autotrophicum ,Bacteria ,27 ,0.00331308302592593 ,0.000606855 ,0.00745016689978566 ,
D006262 ,species ,2297 ,Desulfobacterium niacini ,Bacteria ,5 ,0.0017642676 ,0.000562474 ,0.00194758740605635 ,
D006262 ,species ,2298 ,Desulfobacterium vacuolatum ,Bacteria ,10 ,0.00211694 ,0.000523825 ,0.0032547301321388 ,
D006262 ,species ,2303 ,Thermoplasma acidophilum ,Archaea ,1 ,0.000698095 ,0.000698095 , ,
D006262 ,species ,2317 ,Methanosphaera stadtmanae ,Archaea ,531 ,0.227153459670433 ,0.0324444 ,0.588674070650528 ,
D006262 ,species ,2325 ,Thermoanaerobacter kivui ,Bacteria ,42 ,0.00111045073809524 ,0.000856884 ,0.00073630032951474 ,
D006262 ,species ,2331 ,Halanaerobium praevalens ,Bacteria ,10 ,0.1495123852 ,0.00217202 ,0.425712930662921 ,
D006262 ,species ,2336 ,Thermotoga maritima ,Bacteria ,4 ,0.000514319625 ,0.0003052235 ,0.000564506504803587 ,
D006262 ,species ,2337 ,Thermotoga neapolitana ,Bacteria ,12 ,0.0199713385833333 ,0.000976127 ,0.061678000351496 ,
D006262 ,species ,2350 ,Haliscomenobacter hydrossis ,Bacteria ,211 ,0.0326313272298578 ,0.00253017 ,0.0795232966919496 ,
D006262 ,species ,2352 ,Flexistipes sinusarabici ,Bacteria ,10 ,0.0064221651 ,0.00179619 ,0.0108694509058209 ,
D006262 ,species ,2358 ,Desulfomonile tiedjei ,Bacteria ,128 ,0.0331579975585937 ,0.0008908325 ,0.217401420880653 ,
D006262 ,species ,2369 ,Arhodomonas aquaeolei ,Bacteria ,1 ,0.00151485 ,0.00151485 , ,
D006262 ,species ,2371 ,Xylella fastidiosa ,Bacteria ,38 ,0.00608499078947368 ,0.000793424 ,0.0160202976446013 ,
D006262 ,species ,2374 ,Acetonema longum ,Bacteria ,347 ,0.0111484067925072 ,0.00207211 ,0.0700789658411213 ,
D006262 ,species ,2376 ,Sporomusa paucivorans ,Bacteria ,84 ,0.00355127606547619 ,0.003035065 ,0.00434120972616929 ,
D006262 ,species ,2377 ,Sporomusa termitida ,Bacteria ,9 ,0.00178906844444444 ,0.00153355 ,0.00105431762094958 ,
D006262 ,species ,2378 ,Sporomusa ovata ,Bacteria ,262 ,0.00275618246183206 ,0.001543695 ,0.00450527105788145 ,
D006262 ,species ,2382 ,Acetitomaculum ruminis ,Bacteria ,29 ,0.0017887865862069 ,0.00118318 ,0.00153752281584536 ,
D006262 ,species ,2421 ,Thermosipho africanus ,Bacteria ,1 ,0.0012862 ,0.0012862 , ,
D006262 ,species ,2424 ,Fervidobacterium nodosum ,Bacteria ,32 ,0.00123754528125 ,0.001085065 ,0.000905949119914017 ,
D006262 ,species ,2426 ,Teredinibacter turnerae ,Bacteria ,44 ,0.00475493665227273 ,0.001707035 ,0.00863060468206535 ,
D006262 ,species ,2434 ,Roseobacter denitrificans ,Bacteria ,1 ,0.000956444 ,0.000956444 , ,
D006262 ,species ,2699 ,Heliobacterium gestii ,Bacteria ,75 ,0.00318458907333333 ,0.00307844 ,0.00177509711920638 ,
D006262 ,species ,2702 ,Gardnerella vaginalis ,Bacteria ,1222 ,0.0751381571748772 ,0.00899249 ,0.188707655779645 ,
D006262 ,species ,2704 ,Thermoanaerobacter acetoethylicus ,Bacteria ,1 ,0.00296314 ,0.00296314 , ,
D006262 ,species ,2718 ,Cardiobacterium hominis ,Bacteria ,418 ,0.0050397852576555 ,0.00200031 ,0.0140647036574772 ,
D006262 ,species ,2724 ,Hirschia baltica ,Bacteria ,827 ,1.17263062943688 ,0.0189653 ,3.63603385388429 ,
D006262 ,species ,2734 ,Symbiobacterium thermophilum ,Bacteria ,297 ,0.00304736388888889 ,0.00263359 ,0.00274883103941381 ,
D006262 ,species ,2736 ,Verrucomicrobium spinosum ,Bacteria ,599 ,0.00958805404507512 ,0.00437407 ,0.0193925203863749 ,
D006262 ,species ,2738 ,Vagococcus fluvialis ,Bacteria ,172 ,0.0030888674244186 ,0.001503655 ,0.00426333252424527 ,
D006262 ,species ,2739 ,Vagococcus salmoninarum ,Bacteria ,34 ,0.0054243945 ,0.001168565 ,0.0212697616336182 ,
D006262 ,species ,2741 ,Peptococcus niger ,Bacteria ,1112 ,0.0567826527544964 ,0.009885185 ,0.168932827299436 ,
D006262 ,species ,2743 ,Marinobacter hydrocarbonoclasticus ,Bacteria ,56 ,0.00360922322321429 ,0.00293671 ,0.00374662237164251 ,
D006262 ,species ,2746 ,Halomonas elongata ,Bacteria ,29 ,0.00328418122413793 ,0.00367444 ,0.00192858698580936 ,
D006262 ,species ,2748 ,Carnobacterium divergens ,Bacteria ,246 ,0.00885547662804878 ,0.0013758 ,0.0586421021182017 ,
D006262 ,species ,2749 ,Carnobacterium gallinarum ,Bacteria ,58 ,0.00109935432241379 ,0.0008778825 ,0.000771559370697476 ,
D006262 ,species ,2750 ,Carnobacterium mobile ,Bacteria ,24 ,0.00525285429166667 ,0.00115323 ,0.0117068947159036 ,
